"","id","clicks","cond","week"
"53552",572313,26,"B",2
"53553",576591,57,"A",2
"53560",992791,18,"B",2
"53562",350001,36,"B",2
"53563",908179,20,"A",2
"53564",208519,32,"B",2
"53567",588509,6,"A",2
"53569",245501,28,"A",2
"53572",627044,7,"B",2
"53574",691658,20,"B",2
"53575",935739,12,"A",2
"53580",751494,64,"B",2
"53583",152504,13,"A",2
"53584",188707,4,"B",2
"53585",840438,12,"A",2
"53587",402383,11,"A",2
"53589",616657,23,"A",2
"53592",609012,50,"B",2
"53594",742759,8,"B",2
"53595",156100,14,"A",2
"53596",877857,30,"B",2
"53598",199318,9,"B",2
"53599",593649,21,"A",2
"53605",815520,19,"A",2
"53606",432663,41,"B",2
"53607",454149,21,"A",2
"53609",273072,26,"A",2
"53610",713609,9,"B",2
"53612",897493,25,"B",2
"53614",397839,19,"B",2
"53616",502271,18,"B",2
"53617",494690,9,"A",2
"53620",202408,27,"B",2
"53621",972915,12,"A",2
"53623",199035,3,"A",2
"53625",322394,30,"A",2
"53626",979864,16,"B",2
"53629",377020,2,"A",2
"53630",368136,53,"B",2
"53631",246350,5,"A",2
"53636",680414,4,"B",2
"53638",281706,36,"B",2
"53641",241203,27,"A",2
"53643",833408,34,"A",2
"53645",374509,5,"A",2
"53647",593212,21,"A",2
"53648",175219,10,"B",2
"53649",918482,34,"A",2
"53650",686867,16,"B",2
"53651",366013,4,"A",2
"53652",942721,20,"B",2
"53653",541150,12,"A",2
"53654",255543,22,"B",2
"53656",275510,23,"B",2
"53657",596702,11,"A",2
"53659",869906,7,"A",2
"53661",168246,23,"A",2
"53662",873638,2,"B",2
"53663",609109,6,"A",2
"53664",269846,22,"B",2
"53667",681875,21,"A",2
"53668",892327,8,"B",2
"53671",437920,8,"A",2
"53673",542948,30,"A",2
"53674",356985,1,"B",2
"53675",754847,44,"A",2
"53677",452327,15,"A",2
"53678",313030,38,"B",2
"53679",953664,3,"A",2
"53680",433926,12,"B",2
"53683",632052,23,"A",2
"53684",230064,15,"B",2
"53686",778650,43,"B",2
"53687",937374,8,"A",2
"53689",208342,43,"A",2
"53691",598961,28,"A",2
"53692",491329,6,"B",2
"53693",630324,8,"A",2
"53699",801773,18,"A",2
"53700",568597,2,"B",2
"53702",644314,26,"B",2
"53703",957238,8,"A",2
"53705",783917,8,"A",2
"53707",799066,4,"A",2
"53708",787475,1,"B",2
"53712",621427,46,"B",2
"53713",955197,30,"A",2
"53715",577221,37,"A",2
"53717",698139,29,"A",2
"53718",863046,24,"B",2
"53719",829997,20,"A",2
"53722",332542,18,"B",2
"53726",143011,7,"B",2
"53728",561294,15,"B",2
"53730",581924,3,"B",2
"53733",304622,15,"A",2
"53734",648163,41,"B",2
"53735",663349,32,"A",2
"53736",564421,21,"B",2
"53739",764838,2,"A",2
"53740",180499,10,"B",2
"53742",601988,14,"B",2
"53743",915796,1,"A",2
"53746",860225,15,"B",2
"53748",643215,28,"B",2
"53749",216482,32,"A",2
"53750",805122,38,"B",2
"53754",298468,19,"B",2
"53756",187019,20,"B",2
"53757",708179,4,"A",2
"53758",215138,37,"B",2
"53760",937022,28,"B",2
"53761",643511,7,"A",2
"53764",935484,42,"B",2
"53765",728408,7,"A",2
"53768",523449,12,"B",2
"53770",220319,3,"B",2
"53771",993751,17,"A",2
"53774",655229,19,"B",2
"53775",494043,5,"A",2
"53776",556478,1,"B",2
"53777",535228,25,"A",2
"53785",430825,31,"A",2
"53786",811764,2,"B",2
"53789",403167,50,"A",2
"53791",486132,24,"A",2
"53793",707457,15,"A",2
"53794",330237,43,"B",2
"53795",667191,5,"A",2
"53797",818996,3,"A",2
"53800",571539,47,"B",2
"53801",713285,13,"A",2
"53802",855179,49,"B",2
"53803",778761,12,"A",2
"53806",663889,42,"B",2
"53808",932572,12,"B",2
"53812",986691,44,"B",2
"53814",161975,40,"B",2
"53815",642818,29,"A",2
"53816",558471,9,"B",2
"53817",233797,20,"A",2
"53819",506850,58,"A",2
"53821",173313,26,"A",2
"53822",563052,3,"B",2
"53823",268965,6,"A",2
"53824",202216,2,"B",2
"53826",890359,47,"B",2
"53827",181560,16,"A",2
"53829",700560,17,"A",2
"53830",960030,15,"B",2
"53834",895862,50,"B",2
"53835",128472,25,"A",2
"53839",876456,11,"A",2
"53841",929677,45,"A",2
"53845",519619,2,"A",2
"53846",131543,39,"B",2
"53847",854355,9,"A",2
"53848",469830,3,"B",2
"53849",615925,49,"A",2
"53852",769525,18,"B",2
"53854",480880,1,"B",2
"53855",178909,30,"A",2
"53857",661862,39,"A",2
"53859",235007,8,"A",2
"53861",489313,24,"A",2
"53864",698528,25,"B",2
"53865",896326,30,"A",2
"53867",799740,20,"A",2
"53870",243141,7,"B",2
"53871",157683,30,"A",2
"53872",310655,65,"B",2
"53873",326565,47,"A",2
"53879",845865,26,"A",2
"53880",158270,13,"B",2
"53883",348413,22,"A",2
"53884",607446,23,"B",2
"53889",763213,56,"A",2
"53890",821199,17,"B",2
"53895",330163,31,"A",2
"53896",811670,21,"B",2
"53899",968119,23,"A",2
"53901",352511,18,"A",2
"53903",364900,13,"A",2
"53904",482578,42,"B",2
"53905",637771,3,"A",2
"53906",173047,22,"B",2
"53907",408545,40,"A",2
"53908",216443,22,"B",2
"53910",480127,41,"B",2
"53913",255140,29,"A",2
"53915",716477,17,"A",2
"53916",482639,44,"B",2
"53918",465971,10,"B",2
"53920",675557,9,"B",2
"53922",216637,19,"B",2
"53924",997523,16,"B",2
"53926",747929,9,"B",2
"53927",519126,5,"A",2
"53928",141274,33,"B",2
"53929",661585,1,"A",2
"53931",745981,6,"A",2
"53932",717969,28,"B",2
"53935",466389,14,"A",2
"53936",316725,8,"B",2
"53941",501198,7,"A",2
"53944",672616,26,"B",2
"53946",877167,6,"B",2
"53947",209740,29,"A",2
"53948",768190,1,"B",2
"53949",639934,10,"A",2
"53954",247583,14,"B",2
"53956",965766,32,"B",2
"53958",346609,2,"B",2
"53959",193899,21,"A",2
"53960",742376,30,"B",2
"53961",617195,1,"A",2
"53962",873342,10,"B",2
"53964",399142,6,"B",2
"53970",960612,80,"B",2
"53971",273891,20,"A",2
"53972",685157,13,"B",2
"53973",123283,23,"A",2
"53976",634526,4,"B",2
"53978",232203,34,"B",2
"53981",560220,26,"A",2
"53982",988684,17,"B",2
"53983",949695,40,"A",2
"53984",401637,25,"B",2
"53986",292151,19,"B",2
"53987",874735,29,"A",2
"53988",304545,21,"B",2
"53989",207263,7,"A",2
"53990",356219,34,"B",2
"53991",535526,39,"A",2
"53992",653279,6,"B",2
"53993",374784,8,"A",2
"53994",418518,17,"B",2
"53995",623080,1,"A",2
"53996",563673,29,"B",2
"53997",785189,70,"A",2
"53999",539081,45,"A",2
"54000",898670,15,"B",2
"54002",918446,6,"B",2
"54003",598574,1,"A",2
"54004",955078,43,"B",2
"54006",186677,17,"B",2
"54007",624294,46,"A",2
"54008",739092,14,"B",2
"54010",638193,33,"B",2
"54011",614285,22,"A",2
"54013",390886,7,"A",2
"54017",155568,36,"A",2
"54018",645448,24,"B",2
"54020",627006,19,"B",2
"54021",290975,47,"A",2
"54023",708390,10,"A",2
"54027",832849,12,"A",2
"54028",364821,16,"B",2
"54029",705652,21,"A",2
"54031",253605,15,"A",2
"54033",502245,60,"A",2
"54037",665489,12,"A",2
"54038",439691,31,"B",2
"54041",956474,27,"A",2
"54042",636736,17,"B",2
"54044",367143,20,"B",2
"54046",468657,32,"B",2
"54047",216335,34,"A",2
"54050",826822,31,"B",2
"54060",860331,10,"B",2
"54062",733371,21,"B",2
"54064",133163,12,"B",2
"54065",886804,46,"A",2
"54066",150438,18,"B",2
"54069",130606,31,"A",2
"54072",567927,11,"B",2
"54074",760494,8,"B",2
"54076",304097,26,"B",2
"54078",180400,6,"B",2
"54079",794687,20,"A",2
"54080",416540,21,"B",2
"54081",565518,23,"A",2
"54082",574890,15,"B",2
"54083",502455,24,"A",2
"54086",941487,11,"B",2
"54091",989242,5,"A",2
"54093",401217,7,"A",2
"54095",228606,35,"A",2
"54096",251944,21,"B",2
"54097",402719,12,"A",2
"54098",122688,36,"B",2
"54099",955051,20,"A",2
"54101",916572,28,"A",2
"54102",529620,2,"B",2
"54103",913274,14,"A",2
"54106",457356,17,"B",2
"54107",868740,5,"A",2
"54110",808646,20,"B",2
"54112",252916,52,"B",2
"54115",887868,9,"A",2
"54120",733259,21,"B",2
"54123",413527,38,"A",2
"54124",969267,12,"B",2
"54125",557869,36,"A",2
"54130",833273,38,"B",2
"54131",262063,32,"A",2
"54134",294987,33,"B",2
"54135",577556,13,"A",2
"54138",319884,40,"B",2
"54139",760216,15,"A",2
"54140",161375,7,"B",2
"54141",607879,3,"A",2
"54142",570507,4,"B",2
"54143",651519,3,"A",2
"54146",260446,10,"B",2
"54147",735876,77,"A",2
"54149",127313,1,"A",2
"54151",406460,16,"A",2
"54152",177867,20,"B",2
"54153",456152,10,"A",2
"54161",892118,4,"A",2
"54163",790797,1,"A",2
"54165",578126,42,"A",2
"54167",240681,13,"A",2
"54175",671403,4,"A",2
"54176",584369,7,"B",2
"54178",348986,37,"B",2
"54180",828981,11,"B",2
"54181",868061,22,"A",2
"54184",940309,43,"B",2
"54185",286767,8,"A",2
"54186",960104,30,"B",2
"54190",927638,1,"B",2
"54191",387225,28,"A",2
"54192",852325,3,"B",2
"54193",209066,17,"A",2
"54194",915546,16,"B",2
"54195",915304,13,"A",2
"54196",683099,4,"B",2
"54199",308843,30,"A",2
"54201",372407,24,"A",2
"54203",949587,35,"A",2
"54204",353477,8,"B",2
"54205",912516,19,"A",2
"54206",863860,7,"B",2
"54210",475897,43,"B",2
"54211",903145,39,"A",2
"54212",342838,63,"B",2
"54214",281189,20,"B",2
"54220",839979,1,"B",2
"54225",918245,8,"A",2
"54227",721108,10,"A",2
"54230",758468,8,"B",2
"54231",306678,30,"A",2
"54232",672593,41,"B",2
"54233",672861,24,"A",2
"54235",640616,27,"A",2
"54236",940692,6,"B",2
"54241",950336,24,"A",2
"54243",712495,13,"A",2
"54245",267944,24,"A",2
"54246",568684,3,"B",2
"54250",211251,21,"B",2
"54252",707369,18,"B",2
"54254",702132,8,"B",2
"54257",235990,22,"A",2
"54259",829866,18,"A",2
"54260",655536,3,"B",2
"54261",168275,43,"A",2
"54262",760988,38,"B",2
"54264",129485,27,"B",2
"54266",641237,1,"B",2
"54267",139287,2,"A",2
"54270",244409,59,"B",2
"54273",226760,26,"A",2
"54274",574903,4,"B",2
"54277",722887,15,"A",2
"54278",888622,3,"B",2
"54279",226249,22,"A",2
"54283",427998,24,"A",2
"54288",972844,24,"B",2
"54291",393349,32,"A",2
"54293",427977,1,"A",2
"54297",577666,14,"A",2
"54301",502908,34,"A",2
"54304",923166,53,"B",2
"54306",563447,1,"B",2
"54307",290646,29,"A",2
"54308",368066,13,"B",2
"54310",392826,40,"B",2
"54312",285044,41,"B",2
"54318",303721,1,"B",2
"54320",616015,11,"B",2
"54321",717126,35,"A",2
"54322",797358,2,"B",2
"54324",613283,18,"B",2
"54326",836052,9,"B",2
"54327",427858,3,"A",2
"54328",524615,28,"B",2
"54334",131056,29,"B",2
"54339",821066,2,"A",2
"54341",701755,8,"A",2
"54342",282384,20,"B",2
"54345",547511,64,"A",2
"54346",264015,1,"B",2
"54347",919803,28,"A",2
"54348",607372,16,"B",2
"54349",622562,11,"A",2
"54350",396324,25,"B",2
"54353",883419,2,"A",2
"54354",421134,29,"B",2
"54355",601896,6,"A",2
"54357",566168,24,"A",2
"54358",890803,3,"B",2
"54359",703918,19,"A",2
"54362",316870,23,"B",2
"54363",612205,10,"A",2
"54368",400396,7,"B",2
"54369",930101,2,"A",2
"54371",716836,30,"A",2
"54372",680538,12,"B",2
"54373",301810,23,"A",2
"54375",705890,48,"A",2
"54380",468315,17,"B",2
"54382",830291,4,"B",2
"54385",200640,13,"A",2
"54387",363420,28,"A",2
"54388",897815,38,"B",2
"54389",124641,7,"A",2
"54390",943009,24,"B",2
"54392",505102,14,"B",2
"54394",968372,8,"B",2
"54396",405698,34,"B",2
"54399",727197,44,"A",2
"54400",594934,14,"B",2
"54402",342616,8,"B",2
"54403",135277,33,"A",2
"54404",699918,3,"B",2
"54407",160781,26,"A",2
"54408",735702,9,"B",2
"54412",532481,16,"B",2
"54414",506278,1,"B",2
"54415",761209,8,"A",2
"54417",734903,8,"A",2
"54419",895845,6,"A",2
"54420",769762,3,"B",2
"54421",607163,10,"A",2
"54422",475917,6,"B",2
"54424",562103,21,"B",2
"54427",595981,10,"A",2
"54430",269597,9,"B",2
"54432",895431,62,"B",2
"54433",315649,35,"A",2
"54436",212634,49,"B",2
"54442",562105,39,"B",2
"54443",374237,42,"A",2
"54445",149458,2,"A",2
"54446",570627,32,"B",2
"54449",219165,28,"A",2
"54453",851567,32,"A",2
"54455",559117,33,"A",2
"54456",556766,13,"B",2
"54458",893143,25,"B",2
"54461",685712,40,"A",2
"54463",526854,12,"A",2
"54464",379003,26,"B",2
"54466",266987,23,"B",2
"54468",280526,14,"B",2
"54469",704051,11,"A",2
"54471",578402,19,"A",2
"54472",198543,53,"B",2
"54473",200335,47,"A",2
"54474",521094,75,"B",2
"54477",422749,4,"A",2
"54480",329748,51,"B",2
"54483",955876,4,"A",2
"54484",655576,3,"B",2
"54485",675299,25,"A",2
"54488",508720,45,"B",2
"54491",125733,12,"A",2
"54495",987513,35,"A",2
"54497",576826,20,"A",2
"54499",351400,35,"A",2
"54503",676821,18,"A",2
"54504",744841,5,"B",2
"54505",547027,33,"A",2
"54506",591199,53,"B",2
"54508",456010,43,"B",2
"54521",879491,55,"A",2
"54523",941106,42,"A",2
"54524",528601,18,"B",2
"54526",825189,26,"B",2
"54527",855915,10,"A",2
"54528",682191,19,"B",2
"54529",447858,21,"A",2
"54530",840562,35,"B",2
"54532",594604,7,"B",2
"54533",277610,39,"A",2
"54534",138451,19,"B",2
"54537",537478,33,"A",2
"54540",652527,18,"B",2
"54544",529502,16,"B",2
"54548",882839,6,"B",2
"54550",541301,32,"B",2
"54552",931098,17,"B",2
"54553",887402,44,"A",2
"54554",986487,53,"B",2
"54556",153378,11,"B",2
"54557",446836,17,"A",2
"54559",982272,25,"A",2
"54561",911750,2,"A",2
"54562",850475,24,"B",2
"54563",739477,78,"A",2
"54564",436373,23,"B",2
"54565",866876,46,"A",2
"54566",899158,16,"B",2
"54569",754850,6,"A",2
"54570",332419,7,"B",2
"54571",746451,44,"A",2
"54572",476313,12,"B",2
"54573",248973,19,"A",2
"54574",875391,16,"B",2
"54575",637638,10,"A",2
"54576",298546,9,"B",2
"54579",929184,46,"A",2
"54581",208055,11,"A",2
"54584",304742,24,"B",2
"54587",179151,17,"A",2
"54590",300309,5,"B",2
"54591",333930,7,"A",2
"54592",307216,13,"B",2
"54593",343782,23,"A",2
"54596",526626,5,"B",2
"54597",656199,5,"A",2
"54598",738260,52,"B",2
"54600",359437,6,"B",2
"54602",513119,9,"B",2
"54603",595030,34,"A",2
"54604",824471,29,"B",2
"54605",933605,26,"A",2
"54606",224611,5,"B",2
"54609",146816,26,"A",2
"54612",272494,42,"B",2
"54614",897880,24,"B",2
"54616",375921,2,"B",2
"54617",849869,23,"A",2
"54618",535513,21,"B",2
"54619",361609,43,"A",2
"54620",416361,8,"B",2
"54621",849554,22,"A",2
"54625",996160,1,"A",2
"54626",144158,4,"B",2
"54627",932063,32,"A",2
"54629",222912,49,"A",2
"54631",655723,12,"A",2
"54633",257325,59,"A",2
"54634",535330,10,"B",2
"54635",271287,50,"A",2
"54637",641926,24,"A",2
"54639",160040,31,"A",2
"54640",491073,4,"B",2
"54642",817759,44,"B",2
"54645",477502,37,"A",2
"54646",654540,1,"B",2
"54650",982295,13,"B",2
"54651",326460,33,"A",2
"54652",309007,33,"B",2
"54653",367782,9,"A",2
"54655",546200,23,"A",2
"54657",911350,5,"A",2
"54658",990687,7,"B",2
"54659",661764,23,"A",2
"54660",344314,9,"B",2
"54662",537806,1,"B",2
"54665",784020,33,"A",2
"54670",543734,36,"B",2
"54671",793807,25,"A",2
"54673",920168,23,"A",2
"54677",196849,18,"A",2
"54678",588211,16,"B",2
"54679",552244,37,"A",2
"54680",164026,36,"B",2
"54681",462477,10,"A",2
"54683",307256,19,"A",2
"54684",306453,5,"B",2
"54686",331043,27,"B",2
"54688",342683,5,"B",2
"54689",379625,11,"A",2
"54690",308000,16,"B",2
"54694",809937,2,"B",2
"54696",296360,16,"B",2
"54698",190937,39,"B",2
"54701",263689,8,"A",2
"54703",914467,21,"A",2
"54704",341407,19,"B",2
"54706",623409,23,"B",2
"54711",898706,4,"A",2
"54712",480110,41,"B",2
"54713",430773,28,"A",2
"54716",606184,1,"B",2
"54717",831550,28,"A",2
"54719",220487,6,"A",2
"54720",959732,4,"B",2
"54722",241649,19,"B",2
"54726",603798,40,"B",2
"54728",622914,20,"B",2
"54729",989269,5,"A",2
"54730",707570,16,"B",2
"54733",832740,7,"A",2
"54739",977123,18,"A",2
"54740",694211,39,"B",2
"54741",836161,23,"A",2
"54742",715757,27,"B",2
"54745",689076,14,"A",2
"54747",247292,23,"A",2
"54751",997012,31,"A",2
"54752",249273,41,"B",2
"54753",584896,20,"A",2
"54755",754208,31,"A",2
"54756",246609,39,"B",2
"54762",298881,29,"B",2
"54763",515739,25,"A",2
"54764",429086,12,"B",2
"54765",716652,7,"A",2
"54766",156416,31,"B",2
"54767",602665,12,"A",2
"54769",152385,6,"A",2
"54770",458014,40,"B",2
"54771",639690,2,"A",2
"54772",976491,10,"B",2
"54773",558856,10,"A",2
"54775",989651,1,"A",2
"54776",308495,32,"B",2
"54780",264075,6,"B",2
"54784",936085,23,"B",2
"54788",941943,46,"B",2
"54789",547571,47,"A",2
"54791",509147,9,"A",2
"54793",611684,20,"A",2
"54794",145800,12,"B",2
"54796",458532,1,"B",2
"54797",960365,28,"A",2
"54798",552330,9,"B",2
"54799",458633,10,"A",2
"54801",726419,6,"A",2
"54803",982399,20,"A",2
"54804",993800,7,"B",2
"54805",128251,28,"A",2
"54806",886364,16,"B",2
"54807",479846,46,"A",2
"54809",330336,22,"A",2
"54811",281239,14,"A",2
"54813",947593,20,"A",2
"54814",354906,4,"B",2
"54818",511378,10,"B",2
"54821",205567,9,"A",2
"54822",493761,22,"B",2
"54823",283960,37,"A",2
"54824",749930,32,"B",2
"54827",275606,8,"A",2
"54828",452230,8,"B",2
"54829",527357,32,"A",2
"54835",333714,28,"A",2
"54837",575256,32,"A",2
"54840",794917,19,"B",2
"54841",517360,4,"A",2
"54842",663002,27,"B",2
"54845",989311,18,"A",2
"54847",687091,29,"A",2
"54850",290180,24,"B",2
"54851",393102,1,"A",2
"54852",641737,37,"B",2
"54853",784281,34,"A",2
"54859",384888,4,"A",2
"54860",938960,47,"B",2
"54861",324167,26,"A",2
"54863",200720,21,"A",2
"54864",141404,18,"B",2
"54865",988581,40,"A",2
"54867",803327,27,"A",2
"54869",393318,41,"A",2
"54872",932527,12,"B",2
"54874",611316,64,"B",2
"54877",203016,6,"A",2
"54879",205571,21,"A",2
"54880",386958,10,"B",2
"54881",504891,32,"A",2
"54882",893370,7,"B",2
"54883",209262,10,"A",2
"54885",198565,3,"A",2
"54886",529148,29,"B",2
"54887",687084,22,"A",2
"54888",237587,28,"B",2
"54891",224568,37,"A",2
"54895",379464,3,"A",2
"54897",626490,2,"A",2
"54898",863525,17,"B",2
"54903",970758,5,"A",2
"54907",385606,22,"A",2
"54909",443631,13,"A",2
"54911",486573,23,"A",2
"54912",516102,20,"B",2
"54913",299868,5,"A",2
"54914",965512,32,"B",2
"54917",767944,29,"A",2
"54919",739956,35,"A",2
"54920",544161,33,"B",2
"54922",560763,57,"B",2
"54923",460585,8,"A",2
"54924",419647,17,"B",2
"54925",271544,12,"A",2
"54927",783815,25,"A",2
"54928",560525,34,"B",2
"54932",247424,21,"B",2
"54933",506132,31,"A",2
"54934",512733,37,"B",2
"54935",891571,21,"A",2
"54937",525751,25,"A",2
"54939",320640,10,"A",2
"54942",710743,8,"B",2
"54943",339399,11,"A",2
"54945",353616,23,"A",2
"54946",810486,6,"B",2
"54948",260494,17,"B",2
"54951",941076,38,"A",2
"54952",447248,14,"B",2
"54954",414997,20,"B",2
"54956",493636,21,"B",2
"54957",963894,34,"A",2
"54958",572577,3,"B",2
"54961",299959,8,"A",2
"54962",862596,25,"B",2
"54964",596290,4,"B",2
"54967",932409,25,"A",2
"54968",462766,18,"B",2
"54969",297842,39,"A",2
"54973",923366,5,"A",2
"54975",864116,42,"A",2
"54977",476476,32,"A",2
"54978",772029,41,"B",2
"54981",658186,36,"A",2
"54983",279720,23,"A",2
"54984",153044,16,"B",2
"54985",618292,36,"A",2
"54988",357563,4,"B",2
"54989",225879,17,"A",2
"54993",675678,33,"A",2
"54994",171563,22,"B",2
"54995",457040,28,"A",2
"54996",934816,13,"B",2
"54997",819084,2,"A",2
"54999",148890,25,"A",2
"55000",228388,33,"B",2
"55001",994198,34,"A",2
"55003",157163,17,"A",2
"55007",133204,22,"A",2
"55010",778075,5,"B",2
"55011",362288,52,"A",2
"55012",521953,54,"B",2
"55013",559649,6,"A",2
"55014",296068,24,"B",2
"55015",554903,11,"A",2
"55020",799392,1,"B",2
"55023",874105,30,"A",2
"55025",205603,14,"A",2
"55026",956650,33,"B",2
"55028",502909,3,"B",2
"55029",681805,5,"A",2
"55031",996870,2,"A",2
"55032",559775,31,"B",2
"55033",614334,18,"A",2
"55034",235914,25,"B",2
"55035",346222,61,"A",2
"55042",294931,46,"B",2
"55048",465937,26,"B",2
"55049",253453,25,"A",2
"55050",650989,24,"B",2
"55052",162091,8,"B",2
"55053",414019,27,"A",2
"55054",403435,8,"B",2
"55055",267280,64,"A",2
"55056",530674,2,"B",2
"55057",822526,10,"A",2
"55058",961851,25,"B",2
"55059",733266,24,"A",2
"55061",507393,11,"A",2
"55063",269166,43,"A",2
"55064",188757,8,"B",2
"55065",551823,31,"A",2
"55066",301347,25,"B",2
"55068",261560,2,"B",2
"55069",447702,41,"A",2
"55072",804496,7,"B",2
"55073",922566,11,"A",2
"55076",940709,21,"B",2
"55078",473473,27,"B",2
"55079",493690,2,"A",2
"55080",943900,27,"B",2
"55081",346224,36,"A",2
"55084",584540,68,"B",2
"55085",645970,4,"A",2
"55087",361594,3,"A",2
"55088",386817,16,"B",2
"55089",320800,12,"A",2
"55091",141244,22,"A",2
"55092",388103,39,"B",2
"55095",611942,46,"A",2
"55099",488262,54,"A",2
"55100",771006,25,"B",2
"55102",700714,9,"B",2
"55103",651357,31,"A",2
"55104",896374,62,"B",2
"55105",731081,29,"A",2
"55106",312925,8,"B",2
"55107",765957,49,"A",2
"55108",975847,12,"B",2
"55109",872449,3,"A",2
"55111",265343,27,"A",2
"55112",582635,14,"B",2
"55113",542764,49,"A",2
"55118",803977,8,"B",2
"55122",869947,6,"B",2
"55123",571078,27,"A",2
"55124",190494,2,"B",2
"55125",576354,41,"A",2
"55128",602470,21,"B",2
"55130",728815,12,"B",2
"55132",862676,1,"B",2
"55135",741262,8,"A",2
"55138",595139,24,"B",2
"55141",659226,3,"A",2
"55143",498796,54,"A",2
"55145",161320,10,"A",2
"55148",812691,27,"B",2
"55151",773522,25,"A",2
"55153",159915,10,"A",2
"55155",165211,14,"A",2
"55159",873540,27,"A",2
"55164",434460,9,"B",2
"55165",379065,22,"A",2
"55166",609642,12,"B",2
"55168",793181,36,"B",2
"55170",294129,22,"B",2
"55171",426499,10,"A",2
"55172",336277,1,"B",2
"55174",842763,4,"B",2
"55178",992663,8,"B",2
"55183",955904,19,"A",2
"55184",825392,28,"B",2
"55186",338873,28,"B",2
"55187",357190,5,"A",2
"55189",267341,1,"A",2
"55191",930466,20,"A",2
"55195",575248,9,"A",2
"55196",770750,13,"B",2
"55199",837849,6,"A",2
"55201",892024,3,"A",2
"55203",429051,9,"A",2
"55204",131349,7,"B",2
"55205",182112,16,"A",2
"55206",125074,63,"B",2
"55207",326187,27,"A",2
"55209",330785,5,"A",2
"55210",734733,15,"B",2
"55213",271466,62,"A",2
"55214",941538,1,"B",2
"55216",767541,19,"B",2
"55218",899260,14,"B",2
"55219",559924,7,"A",2
"55223",768078,22,"A",2
"55227",588841,11,"A",2
"55230",957796,8,"B",2
"55231",859803,30,"A",2
"55234",509503,35,"B",2
"55240",844550,9,"B",2
"55242",533937,17,"B",2
"55244",720470,14,"B",2
"55245",448921,2,"A",2
"55246",572598,21,"B",2
"55252",526553,1,"B",2
"55256",620782,46,"B",2
"55257",914476,15,"A",2
"55259",472336,21,"A",2
"55262",986911,15,"B",2
"55263",722068,7,"A",2
"55264",339937,22,"B",2
"55269",911646,11,"A",2
"55271",324462,7,"A",2
"55272",927812,35,"B",2
"55275",597354,36,"A",2
"55277",987024,7,"A",2
"55279",885739,4,"A",2
"55280",223601,25,"B",2
"55281",822430,26,"A",2
"55282",918099,20,"B",2
"55283",198824,2,"A",2
"55285",439901,56,"A",2
"55286",875054,5,"B",2
"55289",251346,46,"A",2
"55290",620672,31,"B",2
"55294",616638,12,"B",2
"55295",481569,34,"A",2
"55296",272911,47,"B",2
"55297",404585,30,"A",2
"55299",544413,13,"A",2
"55301",162652,32,"A",2
"55302",988011,5,"B",2
"55303",201635,10,"A",2
"55305",854504,14,"A",2
"55309",843713,66,"A",2
"55311",893495,34,"A",2
"55319",792477,22,"A",2
"55320",958746,13,"B",2
"55321",633005,33,"A",2
"55323",578677,1,"A",2
"55324",614626,14,"B",2
"55325",582595,13,"A",2
"55327",319061,31,"A",2
"55331",239098,3,"A",2
"55332",420946,12,"B",2
"55341",463695,4,"A",2
"55342",267818,65,"B",2
"55343",456552,10,"A",2
"55346",586175,27,"B",2
"55349",158243,26,"A",2
"55350",282073,20,"B",2
"55351",489097,20,"A",2
"55352",462951,18,"B",2
"55353",852800,16,"A",2
"55355",245211,4,"A",2
"55357",815407,12,"A",2
"55358",652573,11,"B",2
"55361",819904,36,"A",2
"55362",128428,11,"B",2
"55364",172110,6,"B",2
"55366",375840,51,"B",2
"55367",776117,20,"A",2
"55371",712443,74,"A",2
"55374",193888,7,"B",2
"55377",306836,24,"A",2
"55379",167617,5,"A",2
"55381",174838,12,"A",2
"55382",846806,24,"B",2
"55383",452096,30,"A",2
"55384",290904,13,"B",2
"55385",392937,32,"A",2
"55386",858057,6,"B",2
"55388",778312,18,"B",2
"55389",723726,17,"A",2
"55391",555298,28,"A",2
"55392",245540,11,"B",2
"55393",478225,32,"A",2
"55395",862353,3,"A",2
"55396",383197,6,"B",2
"55401",851753,28,"A",2
"55404",494124,15,"B",2
"55405",605098,23,"A",2
"55406",986142,15,"B",2
"55408",151308,16,"B",2
"55409",881684,11,"A",2
"55411",546406,24,"A",2
"55413",295168,14,"A",2
"55414",222427,26,"B",2
"55416",598810,42,"B",2
"55417",383344,35,"A",2
"55420",575964,11,"B",2
"55424",971133,1,"B",2
"55426",983557,20,"B",2
"55430",227793,3,"B",2
"55432",990770,43,"B",2
"55436",985111,40,"B",2
"55437",877259,27,"A",2
"55440",882166,8,"B",2
"55442",448314,37,"B",2
"55443",380179,41,"A",2
"55445",685412,14,"A",2
"55448",635315,1,"B",2
"55450",955817,62,"B",2
"55451",776562,5,"A",2
"55454",696359,11,"B",2
"55456",955091,9,"B",2
"55457",242711,8,"A",2
"55458",682024,8,"B",2
"55459",822280,16,"A",2
"55460",883438,26,"B",2
"55461",851759,35,"A",2
"55462",266928,56,"B",2
"55466",703413,3,"B",2
"55467",905115,20,"A",2
"55470",151145,34,"B",2
"55471",890842,5,"A",2
"55474",442486,44,"B",2
"55476",591554,3,"B",2
"55477",924053,54,"A",2
"55481",341007,4,"A",2
"55482",172778,12,"B",2
"55484",791434,1,"B",2
"55485",969209,16,"A",2
"55486",977766,11,"B",2
